root,verb_entry_id,entry_type,measure,status,meaning,current_past,current_present,current_imperative,qutrub_result,qutrub_future_type,qutrub_past,qutrub_present,qutrub_imperative,past_match,present_match,imperative_match,safe_corrections,qutrub_url
مدد,مدد-main,Main,X,ai_draft,"To get from, obtain from, take from",استمدّ,يستمدّ,استمدّ,unambiguous,فتحة,اِسْتَمَدَّ,يَسْتَمِدُّ,اِسْتَمْدِدْ,False,False,False,past=اِسْتَمَدَّ; present=يَسْتَمِدُّ; imperative=اِسْتَمْدِدْ,https://qutrub.arabeyes.org/?verb=استمدّ
مدد,مدد-csv-383,Variant,I,ai_draft,To extend,مد,يمد,مد,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=مد
مدد,مدد-csv-492,Variant,IV,ai_draft,"To equip with, supply with",أمد,يمد,أمد,ambiguous_future_type,,أَمَدَ,,,False,,,,https://qutrub.arabeyes.org/?verb=أمد
نفد,نفد-main,Main,I,ai_draft,"To run out, be exhausted",نفد,ينفد,انفد,ambiguous_future_type,,نَفَدَ,,,False,,,,https://qutrub.arabeyes.org/?verb=نفد
جرب,جرب-main,Main,II,ai_draft,"To try, test",جرّب,يجرب,جرب,unambiguous,فتحة,جَرَّبَ,يُجَرِّبُ,جَرِّبْ,False,False,False,past=جَرَّبَ; present=يُجَرِّبُ; imperative=جَرِّبْ,https://qutrub.arabeyes.org/?verb=جرّب
حجب,حجب-main,Main,VIII,ai_draft,"To be covered, concealed",احتجب,يحتجب,احتجب,unambiguous,فتحة,اِحْتَجَبَ,يَحْتَجِبُ,اِحْتَجِبْ,False,False,False,past=اِحْتَجَبَ; present=يَحْتَجِبُ; imperative=اِحْتَجِبْ,https://qutrub.arabeyes.org/?verb=احتجب
حدي,حدي-main,Main,V,ai_draft,To challenge,تحدى,يتحدى,تحد,unambiguous,فتحة,تَحْدَى,يُتَحْدِي,تَحْدِ,False,False,False,past=تَحْدَى; present=يُتَحْدِي; imperative=تَحْدِ,https://qutrub.arabeyes.org/?verb=تحدى
وفي,وفي-main,Main,V,ai_draft,To cause to die,توفى,يتوفى,توف,unambiguous,فتحة,تَوْفَى,يُتَوْفِي,تَوْفِ,False,False,False,past=تَوْفَى; present=يُتَوْفِي; imperative=تَوْفِ,https://qutrub.arabeyes.org/?verb=توفى
دلل,دلل-main,Main,I,ai_draft,"To prove, demonstrate",دل,يدل,دل,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=دل
ردد,ردد-main,Main,VIII,ai_draft,To apostate,ارتد,يرتد,ارتد,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=ارتد
ردد,ردد-csv-513,Variant,I,ai_draft,"To reply, answer, repel, refute",رد,يرد,رد,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=رد
رتل,رتل-main,Main,II,ai_draft,To recite,رتل,يرتل,رتل,ambiguous_future_type,,رَتَلَ,,,False,,,,https://qutrub.arabeyes.org/?verb=رتل
شقق,شقق-main,Main,VII,ai_draft,To split (apart),انشق,ينشق,انشق,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=انشق
دون,دون-main,Main,II,ai_draft,To write down,دون,يدون,دون,ambiguous_future_type,,دَوَنَ,,,False,,,,https://qutrub.arabeyes.org/?verb=دون
سرب,سرب-main,Main,V,ai_draft,"To creep into, leak",تسرب,يتسرب,تسرب,unambiguous,فتحة,تَسْرَبَ,يُتَسْرِبُ,تَسْرِبْ,False,False,False,past=تَسْرَبَ; present=يُتَسْرِبُ; imperative=تَسْرِبْ,https://qutrub.arabeyes.org/?verb=تسرب
تقن,تقن-main,Main,IV,ai_draft,"To do well, make perfect, master",أتقن,يتقن,أتقن,unambiguous,فتحة,أَتْقَنَ,يُتْقِنُ,أَتْقِنْ,False,False,False,past=أَتْقَنَ; present=يُتْقِنُ; imperative=أَتْقِنْ,https://qutrub.arabeyes.org/?verb=أتقن
فشي,فشي-main,Main,IV,ai_draft,To spread,أفشى,يفشي,أفش,unambiguous,فتحة,أَفْشَى,يُفْشِي,أَفْشِ,False,False,False,past=أَفْشَى; present=يُفْشِي; imperative=أَفْشِ,https://qutrub.arabeyes.org/?verb=أفشى
هجد,هجد-main,Main,V,ai_draft,To pray the night prayer,تهجد,يتهجد,تهجد,unambiguous,فتحة,تَهْجَدَ,يُتَهْجِدُ,تَهْجِدْ,False,False,False,past=تَهْجَدَ; present=يُتَهْجِدُ; imperative=تَهْجِدْ,https://qutrub.arabeyes.org/?verb=تهجد
يسر,يسر-main,Main,V,ai_draft,"To be easy, feasible",تيسر,يتيسر,تيسر,unambiguous,فتحة,تَيْسَرَ,يُتَيْسِرُ,تَيْسِرْ,False,False,False,past=تَيْسَرَ; present=يُتَيْسِرُ; imperative=تَيْسِرْ,https://qutrub.arabeyes.org/?verb=تيسر
حرص,حرص-main,Main,I,ai_draft,"To be eager, to take care off",حرص,يحرص,احرص,ambiguous_future_type,,حَرَصَ,,,False,,,,https://qutrub.arabeyes.org/?verb=حرص
غضض,غضض-main,Main,I,ai_draft,To lower,غض,يغض,غض,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=غض
قدر,قدر-main,Main,II,ai_draft,"To honour, respect",قدر,يقدر,قدر,ambiguous_future_type,,قَدَرَ,,,False,,,,https://qutrub.arabeyes.org/?verb=قدر
قدر,قدر-csv-384,Variant,I,ai_draft,To be able (to),قدر,يقدر,اقدر,ambiguous_future_type,,قَدَرَ,,,False,,,,https://qutrub.arabeyes.org/?verb=قدر
قدر,قدر-quranic-decree,Variant,II,ai_draft,"decreeing, ordaining",قَدَّرَ,يُقَدِّرُ,قَدِّرْ,unambiguous,فتحة,قَدَّرَ,يُقَدِّرُ,قَدِّرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=قَدَّرَ
بوح,بوح-main,Main,IV,ai_draft,"To permit, make lawful",أباح,يبيح,أبح,unambiguous,فتحة,أَبَاحَ,يُبِيحُ,أَبِحْ,False,False,False,past=أَبَاحَ; present=يُبِيحُ; imperative=أَبِحْ,https://qutrub.arabeyes.org/?verb=أباح
علق,علق-main,Main,V,ai_draft,"To do with, relate to",تعلق,يتعلق,تعلق,unambiguous,فتحة,تَعْلَقَ,يُتَعْلِقُ,تَعْلِقْ,False,False,False,past=تَعْلَقَ; present=يُتَعْلِقُ; imperative=تَعْلِقْ,https://qutrub.arabeyes.org/?verb=تعلق
علق,علق-csv-377,Variant,II,ai_draft,To comment on,علق,يعلق,علق,ambiguous_future_type,,عَلَقَ,,,False,,,,https://qutrub.arabeyes.org/?verb=علق
دمج,دمج-main,Main,VII,ai_draft,To integrate,اندمج,يندمج,اندمج,unambiguous,فتحة,اِنْدَمَجَ,يَنْدَمِجُ,اِنْدَمِجْ,False,False,False,past=اِنْدَمَجَ; present=يَنْدَمِجُ; imperative=اِنْدَمِجْ,https://qutrub.arabeyes.org/?verb=اندمج
كفن,كفن-main,Main,II,ai_draft,To shroud,كفن,يكفن,كفن,ambiguous_future_type,,كَفَنَ,,,False,,,,https://qutrub.arabeyes.org/?verb=كفن
وزع,وزع-main,Main,II,ai_draft,To distribute,وزع,يوزع,وزع,ambiguous_future_type,,وَزَعَ,,,False,,,,https://qutrub.arabeyes.org/?verb=وزع
ذوب,ذوب-main,Main,I,ai_draft,To dissolve,ذاب,يذوب,ذب,ambiguous_future_type,,ذَابَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ذاب
طرد,طرد-main,Main,I,ai_draft,To expel,طرد,يطرد,اطرد,ambiguous_future_type,,طَرَدَ,,,False,,,,https://qutrub.arabeyes.org/?verb=طرد
لجأ,لجأ-main,Main,I,ai_draft,To resort to,لجأ,يلجأ,الجأ,ambiguous_future_type,,لَجَأَ,,,False,,,,https://qutrub.arabeyes.org/?verb=لجأ
جري,جري-main,Main,IV,ai_draft,"To carry out, execute",أجرى,يجري,أجر,unambiguous,فتحة,أَجْرَى,يُجْرِي,أَجْرِ,False,False,False,past=أَجْرَى; present=يُجْرِي; imperative=أَجْرِ,https://qutrub.arabeyes.org/?verb=أجرى
أبي,أبي-main,Main,I,ai_draft,To refuse,أبى,يأبى,ائب,ambiguous_future_type,,أَبَى,,,False,,,,https://qutrub.arabeyes.org/?verb=أبى
رفق,رفق-main,Main,I,ai_draft,"To be kind, gentle",رفق,يرفق,ارفق,ambiguous_future_type,,رَفَقَ,,,False,,,,https://qutrub.arabeyes.org/?verb=رفق
برر,برر-main,Main,I,ai_draft,"To be righteous, pious",بر,يبر,بر,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=بر
غنم,غنم-main,Main,VIII,ai_draft,"To make use of, seize",اغتنم,يغتنم,اغتنم,unambiguous,فتحة,اِغْتَنَمَ,يَغْتَنِمُ,اِغْتَنِمْ,False,False,False,past=اِغْتَنَمَ; present=يَغْتَنِمُ; imperative=اِغْتَنِمْ,https://qutrub.arabeyes.org/?verb=اغتنم
وصي,وصي-main,Main,IV,ai_draft,"To advise, command",أوصى,يوصي,أوص,unambiguous,فتحة,أَوْصَى,يُوصِي,أَوْصِ,False,False,False,past=أَوْصَى; present=يُوصِي; imperative=أَوْصِ,https://qutrub.arabeyes.org/?verb=أوصى
شكك,شكك-main,Main,I,ai_draft,"To doubt, question",شك,يشك,شك,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=شك
حري,حري-main,Main,V,ai_draft,To search for,تحرى,يتحرى,تحر,unambiguous,فتحة,تَحْرَى,يُتَحْرِي,تَحْرِ,False,False,False,past=تَحْرَى; present=يُتَحْرِي; imperative=تَحْرِ,https://qutrub.arabeyes.org/?verb=تحرى
دقق,دقق-main,Main,II,ai_draft,"To examine carefully, scrutinise",دقق,يدقق,دقق,ambiguous_future_type,,دَقَقَ,,,False,,,,https://qutrub.arabeyes.org/?verb=دقق
شرع,شرع-main,Main,II,ai_draft,To legislate,شرع,يشرع,شرع,ambiguous_future_type,,شَرَعَ,,,False,,,,https://qutrub.arabeyes.org/?verb=شرع
حوي,حوي-main,Main,I,ai_draft,"To collect, gather, contain",حوى,يحوي,احو,ambiguous_future_type,,حَوَى,,,False,,,,https://qutrub.arabeyes.org/?verb=حوى
شدد,شدد-main,Main,I,ai_draft,To consolidate,شد,يشد,شد,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=شد
عصي,عصي-main,Main,I,ai_draft,To disobey,عصى,يعصي,اعص,ambiguous_future_type,,عَصَى,,,False,,,,https://qutrub.arabeyes.org/?verb=عصى
قذف,قذف-main,Main,I,ai_draft,"To throw, cast, fling",قذف,يقذف,اقذف,ambiguous_future_type,,قَذَفَ,,,False,,,,https://qutrub.arabeyes.org/?verb=قذف
ميز,ميز-main,Main,II,ai_draft,To distinguish (between),ميز,يميز,ميز,ambiguous_future_type,,مَيَزَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ميز
هدي,هدي-main,Main,I,ai_draft,"To guide, direct",هدى,يهدي,اهد,ambiguous_future_type,,هَدَى,,,False,,,,https://qutrub.arabeyes.org/?verb=هدى
ضحك,ضحك-main,Main,I,ai_draft,To laugh,ضحك,يضحك,اضحك,ambiguous_future_type,,ضَحَكَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ضحك
تبه,تبه-main,Main,VII,ai_draft,To pay attention,انتبه,ينتبه,انتبه,unambiguous,فتحة,اِنْتَبَهَ,يَنْتَبِهُ,اِنْتَبِهْ,False,False,False,past=اِنْتَبَهَ; present=يَنْتَبِهُ; imperative=اِنْتَبِهْ,https://qutrub.arabeyes.org/?verb=انتبه
تزع,تزع-main,Main,VII,ai_draft,"To pull out, remove",انتزع,ينتزع,انتزع,unambiguous,فتحة,اِنْتَزَعَ,يَنْتَزِعُ,اِنْتَزِعْ,False,False,False,past=اِنْتَزَعَ; present=يَنْتَزِعُ; imperative=اِنْتَزِعْ,https://qutrub.arabeyes.org/?verb=انتزع
سمي,سمي-main,Main,II,ai_draft,To name,سمى,يسمي,سم,ambiguous_future_type,,سَمَى,,,False,,,,https://qutrub.arabeyes.org/?verb=سمى
لءم,لءم-main,Main,III,ai_draft,"To be suitable for, appropriate for",لاءم,يلائم,لائم,unambiguous,فتحة,لَاءَمَ,يُلَائِمُ,لَائِمْ,False,False,False,past=لَاءَمَ; present=يُلَائِمُ; imperative=لَائِمْ,https://qutrub.arabeyes.org/?verb=لاءم
نفي,نفي-main,Main,VI,ai_draft,To conflict,تنافى,يتنافى,تناف,unambiguous,فتحة,تَنَافَى,يَتَنَافَى,تَنَافَ,False,False,False,past=تَنَافَى; present=يَتَنَافَى; imperative=تَنَافَ,https://qutrub.arabeyes.org/?verb=تنافى
نفي,نفي-csv-403,Variant,I,ai_draft,To negate,نفى,ينفي,انف,ambiguous_future_type,,نَفَى,,,False,,,,https://qutrub.arabeyes.org/?verb=نفى
ثري,ثري-main,Main,IV,ai_draft,To make rich,أثرى,يثري,أثر,unambiguous,فتحة,أَثْرَى,يُثْرِي,أَثْرِ,False,False,False,past=أَثْرَى; present=يُثْرِي; imperative=أَثْرِ,https://qutrub.arabeyes.org/?verb=أثرى
فقر,فقر-main,Main,VIII,ai_draft,"To be very poor, destitute",افتقر,يفتقر,افتقر,unambiguous,فتحة,اِفْتَقَرَ,يَفْتَقِرُ,اِفْتَقِرْ,False,False,False,past=اِفْتَقَرَ; present=يَفْتَقِرُ; imperative=اِفْتَقِرْ,https://qutrub.arabeyes.org/?verb=افتقر
عدم,عدم-main,Main,VII,ai_draft,"To be absent, non existent",انعدم,ينعدم,انعدم,unambiguous,فتحة,اِنْعَدَمَ,يَنْعَدِمُ,اِنْعَدِمْ,False,False,False,past=اِنْعَدَمَ; present=يَنْعَدِمُ; imperative=اِنْعَدِمْ,https://qutrub.arabeyes.org/?verb=انعدم
سهم,سهم-main,Main,III,ai_draft,To contribute,ساهم,يساهم,ساهم,unambiguous,فتحة,سَاهَمَ,يُسَاهِمُ,سَاهِمْ,False,False,False,past=سَاهَمَ; present=يُسَاهِمُ; imperative=سَاهِمْ,https://qutrub.arabeyes.org/?verb=ساهم
عين,عين-main,Main,II,ai_draft,"To appoint, assign, specify",عين,يعين,عين,ambiguous_future_type,,عَيَنَ,,,False,,,,https://qutrub.arabeyes.org/?verb=عين
فدي,فدي-main,Main,VI,ai_draft,"To prevent, avoid",تفادى,يتفادى,تفاد,unambiguous,فتحة,تَفَادَى,يَتَفَادَى,تَفَادَ,False,False,False,past=تَفَادَى; present=يَتَفَادَى; imperative=تَفَادَ,https://qutrub.arabeyes.org/?verb=تفادى
نظم,نظم-main,Main,II,ai_draft,"To organise, systemise",نظم,ينظم,نظم,ambiguous_future_type,,نَظَمَ,,,False,,,,https://qutrub.arabeyes.org/?verb=نظم
صمم,صمم-main,Main,II,ai_draft,"To design, plan",صمم,يصمم,صمم,ambiguous_future_type,,صَمَمَ,,,False,,,,https://qutrub.arabeyes.org/?verb=صمم
طيب,طيب-main,Main,I,ai_draft,"To be good, pleasant",طاب,يطيب,طب,ambiguous_future_type,,طَابَ,,,False,,,,https://qutrub.arabeyes.org/?verb=طاب
رشد,رشد-main,Main,IV,ai_draft,To guide,أرشد,يرشد,أرشد,unambiguous,فتحة,أَرْشَدَ,يُرْشِدُ,أَرْشِدْ,False,False,False,past=أَرْشَدَ; present=يُرْشِدُ; imperative=أَرْشِدْ,https://qutrub.arabeyes.org/?verb=أرشد
أرق,أرق-main,Main,I,ai_draft,To suffer insomnia,أرق,يأرق,أرق,ambiguous_future_type,,أَرَقَ,,,False,,,,https://qutrub.arabeyes.org/?verb=أرق
رخي,رخي-main,Main,X,ai_draft,"To relax, loosen",استرخى,يسترخي,استرخ,unambiguous,فتحة,اِسْتَرْخَى,يَسْتَرْخِي,اِسْتَرْخِ,False,False,False,past=اِسْتَرْخَى; present=يَسْتَرْخِي; imperative=اِسْتَرْخِ,https://qutrub.arabeyes.org/?verb=استرخى
كسل,كسل-main,Main,I,ai_draft,To be lazy,كسل,يكسل,اكسل,ambiguous_future_type,,كَسَلَ,,,False,,,,https://qutrub.arabeyes.org/?verb=كسل
وتر,وتر-main,Main,V,ai_draft,To be tense,توتر,يتوتر,توتر,unambiguous,فتحة,تَوْتَرَ,يُتَوْتِرُ,تَوْتِرْ,False,False,False,past=تَوْتَرَ; present=يُتَوْتِرُ; imperative=تَوْتِرْ,https://qutrub.arabeyes.org/?verb=توتر
نعس,نعس-main,Main,I,ai_draft,"To be sleepy, drowsy",نعس,ينعس,انعس,ambiguous_future_type,,نَعَسَ,,,False,,,,https://qutrub.arabeyes.org/?verb=نعس
لفف,لفف-main,Main,VIII,ai_draft,To curl (up),التف,يلتف,التف,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=التف
لفف,لفف-csv-590,Variant,I,ai_draft,To wrap up,لف,يلف,لف,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=لف
بكر,بكر-main,Main,II,ai_draft,To do early,بكر,يبكر,بكر,ambiguous_future_type,,بَكَرَ,,,False,,,,https://qutrub.arabeyes.org/?verb=بكر
مني,مني-main,Main,V,ai_draft,To wish for (something),تمنى,يتمنى,تمن,unambiguous,فتحة,تَمْنَى,يُتَمْنِي,تَمْنِ,False,False,False,past=تَمْنَى; present=يُتَمْنِي; imperative=تَمْنِ,https://qutrub.arabeyes.org/?verb=تمنى
قيل,قيل-main,Main,I,ai_draft,To take a (midday) nap,قال,يقيل,قل,ambiguous_future_type,,قَالَ,,,False,,,,https://qutrub.arabeyes.org/?verb=قال
حفر,حفر-main,Main,I,ai_draft,To dig,حفر,يحفر,احفر,ambiguous_future_type,,حَفَرَ,,,False,,,,https://qutrub.arabeyes.org/?verb=حفر
حيي,حيي-main,Main,X,ai_draft,To be shy,استحى,يستحي,استح,unambiguous,فتحة,اِسْتَحَى,يَسْتَحِي,اِسْتَحِ,False,False,False,past=اِسْتَحَى; present=يَسْتَحِي; imperative=اِسْتَحِ,https://qutrub.arabeyes.org/?verb=استحى
حيي,حيي-quranic-life,Variant,I,ai_draft,"life, living",حَيِيَ,يَحْيَا,اِحْيَ,matched_existing_future_type,فتحة,حَيِيَ,يَحْيَا,اِحْيَ,True,True,True,,https://qutrub.arabeyes.org/?verb=حَيِيَ
نشد,نشد-main,Main,IV,ai_draft,"To chant, sing",أنشد,ينشد,أنشد,unambiguous,فتحة,أَنْشَدَ,يُنْشِدُ,أَنْشِدْ,False,False,False,past=أَنْشَدَ; present=يُنْشِدُ; imperative=أَنْشِدْ,https://qutrub.arabeyes.org/?verb=أنشد
بكي,بكي-main,Main,I,ai_draft,To cry,بكى,يبكي,ابك,ambiguous_future_type,,بَكَى,,,False,,,,https://qutrub.arabeyes.org/?verb=بكى
عدو,عدو-main,Main,I,ai_draft,To run,عدا,يعدو,اعد,ambiguous_future_type,,عَدَا,,,False,,,,https://qutrub.arabeyes.org/?verb=عدا
حشو,حشو-main,Main,I,ai_draft,"To cram, pack, fill",حشا,يحشو,احش,ambiguous_future_type,,حَشَا,,,False,,,,https://qutrub.arabeyes.org/?verb=حشا
ربح,ربح-main,Main,I,ai_draft,To profit,ربح,يربح,اربح,ambiguous_future_type,,رَبَحَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ربح
ثني,ثني-main,Main,X,ai_draft,To except or exclude,استثنى,يستثني,استثن,unambiguous,فتحة,اِسْتَثْنَى,يَسْتَثْنِي,اِسْتَثْنِ,False,False,False,past=اِسْتَثْنَى; present=يَسْتَثْنِي; imperative=اِسْتَثْنِ,https://qutrub.arabeyes.org/?verb=استثنى
رضي,رضي-main,Main,X,ai_draft,To conciliate,استرضى,يسترضي,استرض,unambiguous,فتحة,اِسْتَرْضَى,يَسْتَرْضِي,اِسْتَرْضِ,False,False,False,past=اِسْتَرْضَى; present=يَسْتَرْضِي; imperative=اِسْتَرْضِ,https://qutrub.arabeyes.org/?verb=استرضى
شفق,شفق-main,Main,IV,ai_draft,To feel sorry for,أشفق,يشفق,أشفق,unambiguous,فتحة,أَشْفَقَ,يُشْفِقُ,أَشْفِقْ,False,False,False,past=أَشْفَقَ; present=يُشْفِقُ; imperative=أَشْفِقْ,https://qutrub.arabeyes.org/?verb=أشفق
قصص,قصص-main,Main,VIII,ai_draft,"To avenge oneself, take revenge",اقتص,يقتص,اقتص,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=اقتص
أنب,أنب-main,Main,II,ai_draft,To rebuke,أنب,يؤنب,أنب,ambiguous_future_type,,أَنَبَ,,,False,,,,https://qutrub.arabeyes.org/?verb=أنب
لفت,لفت-main,Main,VIII,ai_draft,"To turn, look around",التفت,يلتفت,التفت,unambiguous,فتحة,اِلْتَفَتَ,يَلْتَفِتُ,اِلْتَفِتْ,False,False,False,past=اِلْتَفَتَ; present=يَلْتَفِتُ; imperative=اِلْتَفِتْ,https://qutrub.arabeyes.org/?verb=التفت
جور,جور-main,Main,VI,ai_draft,To be adjacent,تجاور,يتجاور,تجاور,unambiguous,فتحة,تَجَاوَرَ,يَتَجَاوَرُ,تَجَاوَرْ,False,False,False,past=تَجَاوَرَ; present=يَتَجَاوَرُ; imperative=تَجَاوَرْ,https://qutrub.arabeyes.org/?verb=تجاور
جور,جور-csv-589,Variant,III,ai_draft,To be next to,جاور,يجاور,جاور,unambiguous,فتحة,جَاوَرَ,يُجَاوِرُ,جَاوِرْ,False,False,False,past=جَاوَرَ; present=يُجَاوِرُ; imperative=جَاوِرْ,https://qutrub.arabeyes.org/?verb=جاور
شفع,شفع-main,Main,I,ai_draft,To intercede,شفع,يشفع,اشفع,ambiguous_future_type,,شَفَعَ,,,False,,,,https://qutrub.arabeyes.org/?verb=شفع
طبق,طبق-main,Main,II,ai_draft,"To execute, carry out",طبق,يطبق,طبق,ambiguous_future_type,,طَبَقَ,,,False,,,,https://qutrub.arabeyes.org/?verb=طبق
كني,كني-main,Main,II,ai_draft,To give a kunyah to or call someone by their kunyah,كنى,يكني,كن,ambiguous_future_type,,كَنَى,,,False,,,,https://qutrub.arabeyes.org/?verb=كنى
كرم,كرم-main,Main,II,ai_draft,To honour,كرم,يكرم,كرم,ambiguous_future_type,,كَرَمَ,,,False,,,,https://qutrub.arabeyes.org/?verb=كرم
جبر,جبر-main,Main,IV,ai_draft,To compel,أجبر,يجبر,أجبر,unambiguous,فتحة,أَجْبَرَ,يُجْبِرُ,أَجْبِرْ,False,False,False,past=أَجْبَرَ; present=يُجْبِرُ; imperative=أَجْبِرْ,https://qutrub.arabeyes.org/?verb=أجبر
لزم,لزم-main,Main,IV,ai_draft,To obligate,ألزم,يلزم,ألزم,unambiguous,فتحة,أَلْزَمَ,يُلْزِمُ,أَلْزِمْ,False,False,False,past=أَلْزَمَ; present=يُلْزِمُ; imperative=أَلْزِمْ,https://qutrub.arabeyes.org/?verb=ألزم
رهق,رهق-main,Main,IV,ai_draft,To overburden,أرهق,يرهق,أرهق,unambiguous,فتحة,أَرْهَقَ,يُرْهِقُ,أَرْهِقْ,False,False,False,past=أَرْهَقَ; present=يُرْهِقُ; imperative=أَرْهِقْ,https://qutrub.arabeyes.org/?verb=أرهق
أجر,أجر-main,Main,X,ai_draft,To rent,استأجر,يستأجر,استأجر,unambiguous,فتحة,اِسْتَأْجَرَ,يَسْتَأْجِرُ,اِسْتَأْجِرْ,False,False,False,past=اِسْتَأْجَرَ; present=يَسْتَأْجِرُ; imperative=اِسْتَأْجِرْ,https://qutrub.arabeyes.org/?verb=استأجر
أجر,أجر-quranic-wage,Variant,I,ai_draft,"rewarding, paying wages",أَجَرَ,يَأْجُرُ,اُؤْجُرْ,matched_existing_future_type,ضمة,أَجَرَ,يَأْجُرُ,اُؤْجُرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَجَرَ
طعم,طعم-main,Main,IV,ai_draft,To feed,أطعم,يطعم,أطعم,unambiguous,فتحة,أَطْعَمَ,يُطْعِمُ,أَطْعِمْ,False,False,False,past=أَطْعَمَ; present=يُطْعِمُ; imperative=أَطْعِمْ,https://qutrub.arabeyes.org/?verb=أطعم
حنن,حنن-main,Main,I,ai_draft,To cry out producing a yearning sound,حن,يحن,حن,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=حن
ذرف,ذرف-main,Main,I,ai_draft,To shed (tears),ذرف,يذرف,اذرف,ambiguous_future_type,,ذَرَفَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ذرف
سخر,سخر-main,Main,II,ai_draft,To make subservient,سخر,يسخر,سخر,ambiguous_future_type,,سَخَرَ,,,False,,,,https://qutrub.arabeyes.org/?verb=سخر
عطش,عطش-main,Main,I,ai_draft,To feel thirsty,عطش,يعطش,اعطش,ambiguous_future_type,,عَطَشَ,,,False,,,,https://qutrub.arabeyes.org/?verb=عطش
لعن,لعن-main,Main,I,ai_draft,To curse,لعن,يلعن,العن,ambiguous_future_type,,لَعَنَ,,,False,,,,https://qutrub.arabeyes.org/?verb=لعن
لهث,لهث-main,Main,I,ai_draft,To breathe hard,لهث,يلهث,الهث,ambiguous_future_type,,لَهَثَ,,,False,,,,https://qutrub.arabeyes.org/?verb=لهث
وسم,وسم-main,Main,I,ai_draft,To brand,وسم,يسم,سم,ambiguous_future_type,,وَسَمَ,,,False,,,,https://qutrub.arabeyes.org/?verb=وسم
عبث,عبث-main,Main,I,ai_draft,To play with,عبث,يعبث,اعبث,ambiguous_future_type,,عَبَثَ,,,False,,,,https://qutrub.arabeyes.org/?verb=عبث
جزي,جزي-main,Main,I,ai_draft,To reward,جزى,يجزي,اجز,ambiguous_future_type,,جَزَى,,,False,,,,https://qutrub.arabeyes.org/?verb=جزى
صعد,صعد-main,Main,I,ai_draft,"To ascend, climb",صعد,يصعد,اصعد,ambiguous_future_type,,صَعَدَ,,,False,,,,https://qutrub.arabeyes.org/?verb=صعد
سوأ,سوأ-main,Main,IV,ai_draft,"To do badly, damage, harm",أساء,يسيء,أسئ,unambiguous,فتحة,أَسَاءَ,يُسِيءُ,أَسِئْ,False,False,False,past=أَسَاءَ; present=يُسِيءُ; imperative=أَسِئْ,https://qutrub.arabeyes.org/?verb=أساء
